Waterbeheerder.omschrijving;Meetobject.namespace;Meetobject.code;Meetobject.lokaalID;Namespace;Monster.Identificatie;Monster.lokaalID;MonsterCompartiment.code;MonsterCompartiment.omschrijving;Orgaan.code;Orgaan.omschrijving;Organisme.naam;Bemonsteringsapparaat.code;Bemonsteringsapparaat.omschrijving;Monsterophaaldatum;Monsterophaaltijd;GeometriePunt.X;GeometriePunt.Y;Meetwaarde.lokaalID;Resultaatdatum;Begindatum;Begintijd;Einddatum;Eindtijd;Typering.code;Typering.omschrijving;Grootheid.code;Grootheid.omschrijving;Parameter.groep;Parameter.code;Parameter.omschrijving;Parameter.CASnummer;Biotaxon.naam;Eenheid.code;Eenheid.omschrijving;Hoedanigheid.code;Hoedanigheid.omschrijving;Levensstadium.code;Levensstadium.omschrijving;Lengteklasse.code;Lengteklasse.omschrijving;Geslacht.code;Geslacht.omschrijving;Verschijningsvorm.code;Verschijningsvorm.omschrijving;Levensvorm.code;Levensvorm.omschrijving;Gedrag.code;Gedrag.omschrijving;AnalyseCompartiment.code;AnalyseCompartiment.omschrijving;Compartiment.code;Compartiment.omschrijving;Waardebewerkingsmethode.code;Waardebewerkingsmethode.omschrijving;Limietsymbool;Numeriekewaarde;Alfanumeriekewaarde;Kwaliteitsoordeel.code;Kwaliteitsoordeel.omschrijving;Rapportagejaar;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509409;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;SmtlCl;S-metolachloor;87392-12-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509410;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;spirmsfn;spiromesifen;283594-90-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509411;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;thiacpd;thiacloprid;111988-49-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509412;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;thiamtxm;thiamethoxam;153719-23-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;3;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509413;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;TfsfrnC1y;triflusulfuron-methyl;126535-15-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;8;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509414;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;TnxpcC2y;trinexapac-ethyl;95266-40-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;8;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509415;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tritsfrn;tritosulfuron;142469-14-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509416;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;OaDazn;oxadiazon;19666-30-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509417;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;ftalmde;ftalimide;85-41-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509418;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;siltofm;silthiofam;175217-20-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509419;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Clbmrn;chloorbromuron;13360-45-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509420;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;cumfs;cumafos;56-72-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509421;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;C2yClprfs;ethylchloorpyrifos;2921-88-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;3;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509422;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Cltlrn;chloortoluron;15545-48-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509423;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;cypmtn;cypermethrin;52315-07-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509424;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;BHT;butylhydroxytolueen (BHT);128-37-0;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;1;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509425;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Daznn;diazinon;333-41-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509426;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;thifsfrnC1y;thifensulfuron-methyl;79277-27-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509427;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;lcyhltn;lambda-cyhalothrin;91465-08-6;;ng/l;nanogram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509428;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;mandppAd;mandipropamide;374726-62-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509429;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dcfl;dicofol;115-32-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509430;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Durn;diuron;330-54-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509431;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dmtat;dimethoaat;60-51-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509432;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;dmtn;deltamethrin;52918-63-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;1;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509433;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;muskxln;musk-xyleen;81-15-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509434;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;2C2yC6y4C1ox;2-ethylhexyl-4-methoxycinnamaat;5466-77-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509435;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pinadn;pinoxaden;243973-20-8;;ng/l;nanogram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;30;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509436;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pyrslm;pyroxsulam;422556-08-9;;ng/l;nanogram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509437;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dsftn;disulfoton;298-04-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509438;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;desmtn;desmetryn;1014-69-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509439;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;spirttmt;spirotetramat;203313-25-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509440;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;etpfs;ethoprofos;13194-48-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509441;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tfluoxsbn;trans-fluoxastrobin;361377-29-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1906961;"""0015""";OW;Oppervlaktewater;;;;;;7-5-2019;09:49:00;168231;587211;AK_DB_673509442;7-5-2019;7-5-2019;09:49:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pyrffnC2y;pyraflufen-ethyl;129630-19-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;3;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261453;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Cl;chloride;16887-00-6;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;180;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261454;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ntot;stikstof totaal;NVT;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;1;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261455;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NH4;ammonium;14798-03-9;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261456;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NO2;nitriet;14797-65-0;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261457;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;NO3;nitraat;14797-55-8;;mg/l;milligram per liter;N;uitgedrukt in Stikstof;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261458;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ptot;fosfor totaal;NVT;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261459;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;PO4;fosfaat;14265-44-2;;mg/l;milligram per liter;P;uitgedrukt in Fosfor;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261460;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;Object;OS;Onopgeloste stoffen;NVT;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;33;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261461;21-5-2019;21-5-2019;09:48:00;;;;;pH;Zuurgraad;Grootheid;;;;;DIMSLS;dimensieloos;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;7;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261462;21-5-2019;21-5-2019;09:48:00;;;;;T;Temperatuur;Grootheid;;;;;oC;graad Celsius;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;15;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261463;21-5-2019;21-5-2019;09:48:00;;;;;VERZDGGD;Verzadigingsgraad;ChemischeStof;O2;zuurstof;7782-44-7;;%;procent;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;70;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261464;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;O2;zuurstof;7782-44-7;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;7;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261465;21-5-2019;21-5-2019;09:48:00;;;;;ZICHT;Doorzicht;Grootheid;;;;;cm;centimeter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;35;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_630261466;21-5-2019;21-5-2019;09:48:00;;;;;GELDHD;Geleidendheid;Grootheid;;;;;mS/m;millisiemens per meter;25oC;t;;;;;;;;;;;;;;;;;;;;;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_673509443;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;bixfn;bixafen;581809-46-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;8;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_673509444;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;isprzm;isopyrazam;881685-58-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_673509445;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;C2yazfs;ethylazinfos;2642-71-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;1;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0015;"""0015""";NL02;NL02_1907659;"""0015""";OW;Oppervlaktewater;;;;;;21-5-2019;09:48:00;168231;587211;AK_DB_673509446;21-5-2019;21-5-2019;09:48:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tembtone;tembotrione;335104-84-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
