Waterbeheerder.omschrijving;Meetobject.namespace;Meetobject.code;Meetobject.lokaalID;Namespace;Monster.Identificatie;Monster.lokaalID;MonsterCompartiment.code;MonsterCompartiment.omschrijving;Orgaan.code;Orgaan.omschrijving;Organisme.naam;Bemonsteringsapparaat.code;Bemonsteringsapparaat.omschrijving;Monsterophaaldatum;Monsterophaaltijd;GeometriePunt.X;GeometriePunt.Y;Meetwaarde.lokaalID;Resultaatdatum;Begindatum;Begintijd;Einddatum;Eindtijd;Typering.code;Typering.omschrijving;Grootheid.code;Grootheid.omschrijving;Parameter.groep;Parameter.code;Parameter.omschrijving;Parameter.CASnummer;Biotaxon.naam;Eenheid.code;Eenheid.omschrijving;Hoedanigheid.code;Hoedanigheid.omschrijving;Levensstadium.code;Levensstadium.omschrijving;Lengteklasse.code;Lengteklasse.omschrijving;Geslacht.code;Geslacht.omschrijving;Verschijningsvorm.code;Verschijningsvorm.omschrijving;Levensvorm.code;Levensvorm.omschrijving;Gedrag.code;Gedrag.omschrijving;AnalyseCompartiment.code;AnalyseCompartiment.omschrijving;Compartiment.code;Compartiment.omschrijving;Waardebewerkingsmethode.code;Waardebewerkingsmethode.omschrijving;Limietsymbool;Numeriekewaarde;Alfanumeriekewaarde;Kwaliteitsoordeel.code;Kwaliteitsoordeel.omschrijving;Rapportagejaar;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539847;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;12xyln;"""1";"2-xyleen""";95-47-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539848;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ca;calcium;7440-70-2;;mg/l;milligram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;37;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539849;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;OaDazn;oxadiazon;19666-30-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539850;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;ftalmde;ftalimide;85-41-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539851;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;siltofm;silthiofam;175217-20-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539852;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;C1yttC4yEtr;methyl-tertiair-butylether;1634-04-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539853;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;135TClBen;"""1";3;"5-trichloorbenzeen""";108-70-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539854;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Chr;chryseen;218-01-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539855;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Clbmrn;chloorbromuron;13360-45-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539856;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;112TClC2a;"""1";1;"2-trichloorethaan""";79-00-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539857;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;cumfs;cumafos;56-72-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539858;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;C2yClprfs;ethylchloorpyrifos;2921-88-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;3;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539859;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Cltlrn;chloortoluron;15545-48-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539860;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;13DClBen;"""1";"3-dichloorbenzeen""";541-73-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539861;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;cypmtn;cypermethrin;52315-07-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539862;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;BHT;butylhydroxytolueen (BHT);128-37-0;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;1;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539863;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Daznn;diazinon;333-41-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539864;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;DBahAnt;"""dibenzo(a";"h)antraceen""";53-70-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539865;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;DClC1a;dichloormethaan;2-9-1975;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539866;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;thifsfrnC1y;thifensulfuron-methyl;79277-27-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539867;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;lcyhltn;lambda-cyhalothrin;91465-08-6;;ng/l;nanogram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539868;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;mandppAd;mandipropamide;374726-62-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539869;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;dHCH;delta-hexachloorcyclohexaan;319-86-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539870;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;oxzpm;oxazepam;604-75-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539871;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;gabptne;gabapentine;60142-96-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539872;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dcfl;dicofol;115-32-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539873;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dpyrdml;dipyridamol;58-32-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539874;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Durn;diuron;330-54-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539875;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;dieldn;dieldrin;60-57-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539876;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dmtat;dimethoaat;60-51-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539877;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;dmtn;deltamethrin;52918-63-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;1;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539878;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;muskxln;musk-xyleen;81-15-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539879;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;valstan;valsartan;137862-53-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539880;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;irbstan;irbesartan;138402-11-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539881;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;HCltazde;hydrochloorthiazide;58-93-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539882;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;2C2ox2C1yC3a;2-ethoxy-2-methylpropaan;637-92-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539883;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;2C2yC6y4C1ox;2-ethylhexyl-4-methoxycinnamaat;5466-77-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539884;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;14DClBen;"""1";"4-dichloorbenzeen""";106-46-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539885;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pinadn;pinoxaden;243973-20-8;;ng/l;nanogram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;30;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539886;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pyrslm;pyroxsulam;422556-08-9;;ng/l;nanogram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539887;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dsftn;disulfoton;298-04-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539888;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;desmtn;desmetryn;1014-69-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539889;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;endn;endrin;72-20-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539890;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;endsfSO4;endosulfansulfaat;1031-07-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539891;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;spirttmt;spirotetramat;203313-25-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539892;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;etpfs;ethoprofos;13194-48-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539893;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tfluoxsbn;trans-fluoxastrobin;361377-29-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;4;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1906659;"""0221""";OW;Oppervlaktewater;;;;;;30-4-2019;09:07:00;190509;559670;AK_DB_673539894;30-4-2019;30-4-2019;09:07:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pyrffnC2y;pyraflufen-ethyl;129630-19-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;3;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1907874;"""0221""";OW;Oppervlaktewater;;;;;;27-5-2019;14:38:00;190509;559670;AK_DB_673539895;27-5-2019;27-5-2019;14:38:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Fe;ijzer;7439-89-6;;mg/l;milligram per liter;nf;opgeloste fractie (bijv;;;;;;;;;;;;;;;;;;;;;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1907874;"""0221""";OW;Oppervlaktewater;;;;;;27-5-2019;14:38:00;190509;559670;AK_DB_673539896;27-5-2019;27-5-2019;14:38:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Hg;kwik;7439-97-6;;ug/l;microgram per liter;nf;opgeloste fractie (bijv;;;;;;;;;;;;;;;;;;;;;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1907874;"""0221""";OW;Oppervlaktewater;;;;;;27-5-2019;14:38:00;190509;559670;AK_DB_673539897;27-5-2019;27-5-2019;14:38:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Mn;mangaan;7439-96-5;;ug/l;microgram per liter;nf;opgeloste fractie (bijv;;;;;;;;;;;;;;;;;;;;;;;;;;
Wetterskip Fryslan;NL02;NL02_0221;"""0221""";NL02;NL02_1907874;"""0221""";OW;Oppervlaktewater;;;;;;27-5-2019;14:38:00;190509;559670;AK_DB_673539898;27-5-2019;27-5-2019;14:38:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Ni;nikkel;7440-02-0;;ug/l;microgram per liter;nf;opgeloste fractie (bijv;;;;;;;;;;;;;;;;;;;;;;;;;;
